account_code,description,reference,remarks,credit,debit,posting_date
421000,VIR SEPA SALAIRE JUIN,,,0,2672.17,2024-06-25
635000,PRELEVEMENT SEPA DGFIP,,,0,1217.67,2024-08-10
408000,FACTURE NON PARVENUE SAS GIRARD,,,0,3403.25,2024-07-18
661000,AGIOS BANCAIRES,,,0,419.15,2024-03-23
606100,PRLV SEPA MACIF,,,0,333.33,2024-05-12
445660,PRLV SEPA MACIF,,,0,66.67,2024-05-12
514000,REMISE CHEQUE,,,9677.34,0,2024-02-03
512000,VIR INTERNE,REF870907,,0,40134.09,2024-03-08
445710,VIR RECU DGFIP,REF828104,,8000.00,0,2025-07-20
641000,VIREMENT SEPA SALAIRE SEPTEMBRE,,VIR SEPA<br />LIB:SALAIRE SEPTEMBRE 2025,0,3479.39,2025-09-27
706000,VIREMENT RECU SA GROUPE LEGRAND,,,16765.34,0,2024-11-20
701000,VIR RECU SAS CONSEIL RH,,,12946.63,0,2025-05-29
708000,VIREMENT RECU SARL TRANSPORT EXP,REF139592,,2205.43,0,2025-04-27
741000,VIREMENT RECU SUBVENTION,REF487853,VIR SEPA NPY:SAS DIGITAL SERVICES<br />LIB:SUBVENTION EXPLOITATION 2025,5860.94,0,2025-08-30
707000,VIR RECU SARL COMMERCE DU SUD,,VIR SEPA NPY:SARL COMMERCE DU SUD<br />LIB:VENTE MARCHANDISES FAC2025905,21040.47,0,2024-06-25
404000,VIR SAS FAURE,,,0,26726.00,2025-06-26
601100,CB MAIF,,,0,796.83,2024-03-29
445660,CB MAIF,,,0,159.37,2024-03-29
626000,PRLV SEPA LA POSTE,,,0,100.00,2025-05-28
641000,VIR SALAIRE OCTOBRE,,,0,4425.57,2024-10-28
613200,PRLV SEPA SARL BONNET,,,0,3386.38,2025-03-02
445660,PRLV SEPA SARL BONNET,,,0,677.28,2025-03-02
205000,VIR SEPA EURL MERCIER,,,0,8577.36,2024-05-26
691000,VIR SEPA DGFIP IS,,VIR SEPA NPY:DGFIP<br />LIB:IMPOT SUR SOCIETES 2025,0,2387.94,2025-03-19
611000,PRLV SEPA SCI ROUX,,,0,4682.97,2024-03-25
445660,PRLV SEPA SCI ROUX,,,0,936.59,2024-03-25
416000,VIR RECU SAS ECO ENERGIE,,,9206.47,0,2025-03-31
707000,VIREMENT RECU SAS DIGITAL SERVIC,,,18801.64,0,2025-01-04
606100,CARTE SAS MOREAU,,,0,338.43,2024-02-26
445660,CARTE SAS MOREAU,,,0,67.69,2024-02-26
641100,VIR SALAIRE MARS,,,0,3392.57,2025-03-28
706000,VIR RECU SA GROUPE LEGRAND,,,3000.00,0,2025-08-28
625100,CARTE MAIF,,,0,323.34,2024-10-03
445660,CARTE MAIF,,,0,64.67,2024-10-03
641000,VIR SEPA SALAIRE JANVIER,,,0,2999.38,2025-01-27
530000,RETRAIT CAISSE,,,0,1000.00,2024-09-01
625100,CB MAIF,,,0,406.17,2025-06-25
445660,CB MAIF,,,0,81.24,2025-06-25
616000,PRLV SEPA AXA ASSURANCES,,,0,3000.00,2025-03-10
616000,PRLV SEPA AXA ASSURANCES,REF487695,,0,154.05,2025-06-28
701000,VIR RECU SAS CONSEIL RH,,,18750.00,0,2024-01-18
512000,VIR INTERNE,REF373421,,0,33718.06,2025-02-04
403000,VIR SAS MOREAU,REF383756,,0,8500.79,2025-03-25
512000,VIR RECU SARL PETIT,,,10500.00,0,2025-08-27
401001,VIR SEPA EURL GAUTHIER LOGISTIQU,,VIR SEPA REF:FR20080999 NPY:EURL GAUTHIER LOGISTIQUE<br />LIB:COMMANDE FOURNITURES LCC:BON COMMANDE 883203,0,22254.86,2025-10-25
401004,PRLV SEPA SAS GARCIA INDUSTRIE,,,0,4981.24,2025-05-29
626000,PRLV SEPA SAS LAURENT,,,0,256.04,2025-10-29
624000,CB CABINET EXPERTISE COMPTABLE,REF148768,CB CABINET EXPERTISE COMPTABLE<br />LIB:TRANSPORT LIVRAISON,0,398.36,2024-05-06
445660,CB CABINET EXPERTISE COMPTABLE,REF148768,CB CABINET EXPERTISE COMPTABLE<br />LIB:TRANSPORT LIVRAISON,0,79.67,2024-05-06
633000,PRLV SEPA DGFIP,,,0,1005.10,2024-03-28
601100,PRLV SEPA EDF,REF621546,PRLV SEPA NBE:EDF<br />LIB:COMMANDE FAC2024671,0,5278.64,2024-02-05
445660,PRLV SEPA EDF,REF621546,PRLV SEPA NBE:EDF<br />LIB:COMMANDE FAC2024671,0,1055.73,2024-02-05
401006,VIR SEPA SAS ROBIN SECURITE,,,0,6895.21,2025-07-26
612000,PRLV SEPA SARL PETIT,,,0,1233.27,2024-03-31
445660,PRLV SEPA SARL PETIT,,,0,246.65,2024-03-31
611000,PRELEVEMENT SEPA SARL BONNET,REF153646,,0,15536.93,2024-06-30
445660,PRELEVEMENT SEPA SARL BONNET,REF153646,,0,3107.39,2024-06-30
401008,PRLV SEPA SAS BLANC SECURITE,,PRLV SEPA CPY:FR78977189 RUM:FR78977189 NBE:SAS BLANC SECURITE<br />LIB:REGLEMENT FACTURE,0,8000.00,2024-10-04
651000,VIR SARL BONNET,,,0,339.53,2025-10-03
445660,VIR SARL BONNET,,,0,67.91,2025-10-03
411001,VIR RECU SCI HENRY SECURITE,REF236478,,44329.17,0,2024-07-28
708000,VIR RECU SARL TRANSPORT EXPRESS,,VIR SEPA NPY:SARL TRANSPORT EXPRESS<br />LIB:PRODUITS ACTIVITES ANNEXES,2199.58,0,2025-09-01
616000,PRLVT SEPA AXA ASSURANCES,,,0,2900.00,2024-11-25
612000,PRLV SEPA SAS DUPONT,REF166650,PRLV SEPA NBE:SAS DUPONT<br />LIB:CREDIT-BAIL,0,2521.68,2025-02-18
445660,PRLV SEPA SAS DUPONT,REF166650,PRLV SEPA NBE:SAS DUPONT<br />LIB:CREDIT-BAIL,0,504.34,2025-02-18
706000,VIR RECU EURL DESIGN STUDIO,,,13609.44,0,2024-08-25
401002,VIRMENT SEPA SARL FOURNIER BTP,REF780065,,0,4800.00,2025-03-23
431000,PRLV SEPA URSSAF,,,0,7867.02,2024-04-14
401006,PRLV SEPA SAS ROBIN SECURITE,REF372974,,0,4339.84,2025-10-25
681000,DOTATION AMORTISSEMENT,,,0,13711.82,2025-12-26
408000,FACTURE NON PARVENUE SAS MOREAU,,,0,3103.31,2024-12-25
708000,VIR RECU SARL TRANSPORT EXPRESS,,,846.34,0,2025-08-02
626100,PRLV SEPA SA LEFEVRE,,,0,125.00,2025-01-29
445660,PRLV SEPA SA LEFEVRE,,,0,25.00,2025-01-29
445510,VIR SEPA DGFIP TVA,,VIR SEPA NPY:DGFIP<br />LIB:TVA A DECAISSER T1 2024,0,9069.60,2024-01-19
625200,CARTE SAS MOREAU,,,0,41.67,2025-03-16
445660,CARTE SAS MOREAU,,,0,8.33,2025-03-16
758000,VIR RECU SARL MODE TEXTILE,,VIR SEPA NPY:SARL MODE TEXTILE<br />LIB:PRODUITS GESTION COURANTE,536.40,0,2024-12-21
401002,PRLV SEPA SARL FOURNIER BTP,REF580997,PRLV SEPA CPY:FR44112381 RUM:FR44112381 NBE:SARL FOURNIER BTP<br />LIB:REGLEMENT FACTURE,0,189.24,2025-03-26
401001,VIR EURL GAUTHIER LOGISTIQUE,,,0,7119.83,2024-06-14
401001,VIR SEPA EURL GAUTHIER LOGISTIQU,,,0,19940.06,2024-09-28
437000,PRLV SEPA POLE EMPLOI,,,0,5503.65,2024-05-05
211000,VIR SEPA SARL GAUTIER,,,0,20110.74,2025-04-27
411002,VIREMENT RECU SA GARNIER TRANSPO,,,1829.48,0,2024-10-30
601100,PRLV SEPA EURL MERCIER,,,0,5125.00,2024-10-26
445660,PRLV SEPA EURL MERCIER,,,0,1025.00,2024-10-26
211000,VIR SEPA SARL ANDRE,REF854529,,0,196256.52,2024-01-27
275000,VIREMENT SEPA SA GROUPELEGRAND,REF900375,,0,6600.00,2025-03-25
512000,VIR INTERNE,REF843527,,0,12407.63,2024-09-29
758000,VIREMENT RECU SAS TECHNOLOGY PUS,,VIR SEPA NPY:SAS TECHNOLOGY PLUS<br />LIB:PRODUITS GESTION COURANTE,2480.00,0,2025-01-29
624000,CART MACIF,,,0,64.22,2025-03-31
445660,CART MACIF,,,0,12.85,2025-03-31
645000,PRLV SEPA URSSAF,,PRLV SEPA NBE:URSSAF<br />LIB:COTISATIONS PATRONALES T3 2024,0,19932.56,2024-08-13
401008,PRELEVEMENT SEPA SAS BLANC SECUR,,,0,4396.29,2025-08-05
401003,PRLV SEPA SARL GIRARD SECURITE,REF522878,PRLV SEPA CPY:FR79038728 RUM:FR79038728 NBE:SARL GIRARD SECURITE<br />LIB:REGLEMENT FACTURE,0,3000.00,2025-04-29
512000,VIR RECU SAS FAURE,,VIR SEPA NPY:SAS FAURE<br />LIB:VIREMENT RECU,20717.46,0,2025-07-26
614000,PRLVT SEPA SA PICARD,REF291816,,0,1666.67,2024-11-30
445660,PRLVT SEPA SA PICARD,REF291816,,0,333.33,2024-11-30
164000,PRLVT SEPA ECHEANCE EMPRUNT,,,0,6700.30,2025-01-10
661100,PRLVT SEPA ECHEANCE EMPRUNT,,,0,1507.57,2025-01-10
616000,PRLVT SEPA ECHEANCE EMPRUNT,,,0,167.51,2025-01-10
706000,VIR RECU SAS CONSEIL RH,,VIR SEPA NPY:SAS CONSEIL RH<br />LIB:PRESTATIONS SERVICES FAC2024479,7090.00,0,2024-09-30
641000,VIR SALAIRE MARS,,,0,3000.00,2025-03-28
707000,VIR RECU SA CHIMIE FRANCE,,VIR SEPA NPY:SA CHIMIE FRANCE<br />LIB:VENTE MARCHANDISES FAC2025138,14244.29,0,2025-11-26
401006,PRLV SEPA SAS ROBIN SECURITE,,,0,11823.49,2024-07-09
641100,VIR SEPA SALAIRE MAI,,,0,1432.34,2025-05-28
613200,PRLVT SEPA SARL BONNET,,PRLV SEPA NBE:SARL BONNET<br />LIB:LOYER JUIN 2025,0,2086.99,2025-06-03
445660,PRLVT SEPA SARL BONNET,,PRLV SEPA NBE:SARL BONNET<br />LIB:LOYER JUIN 2025,0,417.40,2025-06-03
704000,VIR RECU SA CHIMIE FRANCE,,,19122.48,0,2025-09-28
211000,VIREMENT SEPA SARL GAUTIER,,,0,117441.29,2024-06-21
211000,VIR SEPA SARL MARTIN,,,0,142518.62,2024-01-16
626100,PRLV SEPASAS DUVAL,REF612566,PRLV SEPA NBE:SAS DUVAL<br />LIB:FRAIS TELEPHONIQUES,0,41.67,2024-08-01
445660,PRLV SEPASAS DUVAL,REF612566,PRLV SEPA NBE:SAS DUVAL<br />LIB:FRAIS TELEPHONIQUES,0,8.33,2024-08-01
408000,FACTURE NON PARVENUE SAS GIRARD,,,0,2218.35,2025-02-13
411001,VIREMENT RECU SCI HENRY SECURITE,REF924536,,7200.00,0,2024-06-20
530000,RETRAIT CAISE,,,0,739.93,2024-04-10
512000,RAIS BANCAIRES,REF212904,,0,73.99,2025-09-17
218000,VIR SEPA SAS DUPONT,,VIR SEPA NPY:SAS DUPONT<br />LIB:IMMOBILISATION CORPORELLE,0,20718.15,2025-05-29
445620,VIR SEPA SAS DUPONT,,VIR SEPA NPY:SAS DUPONT<br />LIB:IMMOBILISATION CORPORELLE,0,4143.63,2025-05-29
758000,VIR RECU SA GROUPE ALIMENTAIRE,,VIR SEPA NPY:SA GROUPE ALIMENTAIRE<br />LIB:PRODUITS GESTION COURANTE,3000.00,0,2025-09-29
445510,VIR SEPA DGFIP TVA,,,0,18376.16,2025-04-21
641000,VIR SEPA SALAIRE MARS,,,0,1800.00,2024-03-25
431000,PRLV SEPA URSSAF,,,0,3728.61,2024-01-06
205000,VIR SEPA SARL ANDRE,,VIR SEPA NPY:SARL ANDRE<br />LIB:LOGICIEL FAC2025702,0,13344.09,2025-03-23
401011,VIR SEPA SCI MARCHAND NETTOYAGE,REF949539,VIR SEPA REF:FR41135220 NPY:SCI MARCHAND NETTOYAGE<br />LIB:ACOMPTE FOURNISSEUR,0,1903.25,2024-11-30
512000,REMISE CHEQUE,,REMISE CHQ N 956397,5817.14,0,2025-10-06
411002,VIR RECU SA GARNIER TRANSPORTS,,VIR SEPA NPY:SA GARNIER TRANSPORTS IBE:BE48861929000308 BIC:GEBABEBB PDO:BE<br />LIB:REGLEMENT CLIENT FAC2024466,4852.09,0,2024-03-07
601100,PRLV SEPA ALLIANZ,,,0,2905.97,2024-01-31
445660,PRLV SEPA ALLIANZ,,,0,581.19,2024-01-31
512000,FRAIS BANCAIRES,,,0,95.51,2024-02-27
627000,PRLVT SEPA BOUYGUES TELECOM,,,0,72.70,2024-09-21
661000,INTERETS EMPRUNT,,,0,1197.06,2024-07-10
661000,AGIOS BANCAIRES,,,0,500.00,2024-01-27
604000,CB SARL CONSULTANT RH,,,0,967.82,2025-11-11
445660,CB SARL CONSULTANT RH,,,0,193.57,2025-11-11
645000,PRELEVEMENT SEPA URSSAF,,,0,11440.86,2025-11-10
401009,VIR SEPA EURL MERCIER IMMOBILIER,,VIR SEPA REF:FR81509839 NPY:EURL MERCIER IMMOBILIER<br />LIB:FACTURE FOURNISSEUR FAC2024311 LC2:ECHEANCE AVRIL,0,8500.00,2024-04-01
781000,REPRISE AMORTISSEMENT,,,796.07,0,2025-12-30
613200,PRLVT SEPA EURL MERCIER,,,0,3201.52,2024-11-01
445660,PRLVT SEPA EURL MERCIER,,,0,640.30,2024-11-01
401002,PRLV SEPA SARL FOURNIER BTP,,,0,13237.52,2024-01-31
641000,VIREMENT SEPA SALAIRE AOUT,,,0,1300.00,2024-08-25
707000,VIR RECU SAS DIGITAL SERVICES,,,9461.79,0,2025-11-27
613200,PRLVT SEPA EURL MERCIER,,PRLV SEPA NBE:EURL MERCIER<br />LIB:LOYER DECEMBRE 2025,0,1647.73,2025-12-01
445660,PRLVT SEPA EURL MERCIER,,PRLV SEPA NBE:EURL MERCIER<br />LIB:LOYER DECEMBRE 2025,0,329.55,2025-12-01
701000,VIR RECU SAS TECHNOLOGY PLUS,,,20097.68,0,2024-12-31
635000,PRELEVEMENT SEPA DGFIP,,,0,439.47,2024-04-07
211000,VIR SEPA SARL GAUTIER,,,0,142052.21,2025-01-06
401005,VIR SCI GUERIN IMPRIMERIE,,,0,19803.83,2025-11-13
401003,VIR SEPA SARL GIRARD SECURITE,,,0,2078.22,2024-10-30
411001,VIR RECU SCI HENRY SECURITE,,,48926.83,0,2024-01-31
635000,PRLVT SEPA DGFIP,,,0,1758.66,2024-09-05
668000,FRAIS FINANCIERS,,LIB:CHARGES FINANCIERES DIVERSES,0,213.70,2024-08-12
601100,CARTE SA PICARD,,CB SA PICARD FACT:FAC2025706<br />LIB:ACHAT FOURNITURES,0,1125.00,2025-06-12
445660,CARTE SA PICARD,,CB SA PICARD FACT:FAC2025706<br />LIB:ACHAT FOURNITURES,0,225.00,2025-06-12
411004,VIREMENT RECU SA NOEL IMPRIMERIE,,,1471.80,0,2025-03-09
401006,VIR SEPA SAS ROBIN SECURITE,,,0,19179.59,2025-09-26
606100,PRLV SEPA SCI ROUX,,,0,443.41,2025-09-22
445660,PRLV SEPA SCI ROUX,,,0,88.68,2025-09-22
706000,VIREMENT RECU EURL DESIGN STUDIO,,,9879.76,0,2025-11-27
628000,CB SARL CONSULTANT RH,,,0,173.79,2025-10-13
628000,CARTE SARLCONSULTANT RH,,,0,37.14,2025-03-13
445510,VIR SEPA DGFIP TVA,,VIR SEPA NPY:DGFIP<br />LIB:TVA A DECAISSER T4 2024,0,1000.00,2024-10-20
512000,FRAIS BANCAIRES,,,0,200.00,2024-07-31
606100,PRLVT SEPA MACIF,REF293807,,0,529.31,2024-08-30
445660,PRLVT SEPA MACIF,REF293807,,0,105.86,2024-08-30
621000,PRLV SEPA SARL BONNET,,PRLV SEPA NBE:SARL BONNET<br />LIB:PERSONNEL INTERIMAIRE,0,5223.00,2025-03-29
445660,PRLV SEPA SARL BONNET,,PRLV SEPA NBE:SARL BONNET<br />LIB:PERSONNEL INTERIMAIRE,0,1044.60,2025-03-29
401002,PRLV SEPA SARL FOURNIER BTP,,,0,5229.28,2025-03-28
708000,VIR RECU SA CHIMIE FRANCE,,,4884.84,0,2024-02-10
411004,VIR RECU SA NOEL IMPRIMERIE,,,15993.89,0,2025-03-13
707000,VIR RECU SAS TECHNOLOGY PLUS,,,1592.28,0,2024-03-25
661000,FRAIS BANCAIRES,,,0,100.00,2025-08-26
645000,PRLV SEPA URSSAF,,,0,4367.74,2025-10-14
601100,CB MAIF,,,0,1806.92,2025-12-19
445660,CB MAIF,,,0,361.38,2025-12-19
601100,CB SAS DUPONT,,,0,3193.92,2025-04-29
445660,CB SAS DUPONT,,,0,638.78,2025-04-29
611000,PRLV SEPA SAS FAURE,,,0,14958.33,2024-05-29
445660,PRLV SEPA SAS FAURE,,,0,2991.67,2024-05-29
411008,VIR RECU SCI PETIT ELECTRICITE,,VIR SEPA NPY:SCI PETIT ELECTRICITE IBE:FR3379857962349216244198983 BIC:AGRIFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2024515,27271.34,0,2024-08-14
411005,VIR RECU SCI ROUSSEL ELECTRICITE,,VIR SEPA NPY:SCI ROUSSEL ELECTRICITE IBE:DE59148090265642462589 BIC:DEUTDEFF PDO:DE RCN:FAC2025246<br />LIB:REGLEMENT FACTURE FAC2025246,36910.61,0,2025-11-18
708000,VIR RECU SARL COMMERCE DU SUD,,,2827.50,0,2024-01-18
641100,VIR SEPA SALAIRE MAI,REF446153,,0,2500.00,2024-05-28
706000,VIR RECU SA GROUPE LEGRAND,,,18529.31,0,2024-07-01
411003,VIREMENT RECU SARL GIRARD BTP,REF695193,VIR SEPA NPY:SARL GIRARD BTP IBE:FR6565717087582511379734835 BIC:AGRIFRPP PDO:FR RCN:FAC2025246<br />LIB:REGLEMENT FACTURE FAC2025246,3679.16,0,2024-05-14
623000,CB SAS MOREAU,,,0,2691.67,2024-10-30
445660,CB SAS MOREAU,,,0,538.33,2024-10-30
419000,VIREMENT RECU SAS LOGISTIQUE PRO,,,16350.00,0,2025-10-29
213100,VIR SARL AUTIER,,VIR SEPA NPY:SARL GAUTIER<br />LIB:CONSTRUCTION,0,128209.87,2024-01-05
706000,VIR RECU SA GROUPE LEGRAND,,VIR SEPA NPY:SA GROUPE LEGRAND<br />LIB:HONORAIRES MARS,7793.48,0,2024-03-30
411008,VIR RECU SCI PETIT ELECTRICITE,REF946217,VIR SEPA NPY:SCI PETIT ELECTRICITE IBE:FR3379857962349216244198983 BIC:AGRIFRPP PDO:FR RCN:FAC2025340<br />LIB:REGLEMENT FACTURE FAC2025340,2378.18,0,2025-06-09
641000,VIR SALAIRE MAI,,,0,2649.22,2025-05-29
613200,PRLV SEPA EURL MERCIER,,,0,1319.24,2024-08-01
445660,PRLV SEPA EURL MERCIER,,,0,263.85,2024-08-01
411002,VIR RECU SA GARNIER TRANSPORTS,REF138223,,2000.00,0,2025-06-28
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,,,0,1120.32,2024-08-28
641000,VIREMENT SEPA SALAIRE MARS,,,0,1300.00,2025-03-26
622000,VIR SEPA EURL BERNARD,,,0,1572.70,2025-04-30
445660,VIR SEPA EURL BERNARD,,,0,314.54,2025-04-30
164000,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR39434515,0,7920.00,2025-09-27
661100,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR39434515,0,1782.00,2025-09-27
616000,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR39434515,0,198.00,2025-09-27
613200,PRLV SEPA SARL SIMON,,,0,3881.89,2025-04-03
445660,PRLV SEPA SARL SIMON,,,0,776.38,2025-04-03
401001,VIR EURL GAUTHIER LOGISTIQUE,,VIR SEPA REF:FR36603891 NPY:EURL GAUTHIER LOGISTIQUE<br />LIB:ACOMPTE FOURNISSEUR,0,12209.19,2025-06-30
704000,VIREMENT RECU SAS CONSEIL RH,,VIR SEPA NPY:SAS CONSEIL RH<br />LIB:TRAVAUX FAC2024478,37592.46,0,2025-12-06
626000,PRELEVEMENT SEPA SAS GIRARD,,,0,136.64,2024-12-20
641000,VIR SEPA SALAIRE AOUT,,VIR SEPA<br />LIB:REMUNERATION AOUT,0,3666.97,2025-08-27
512000,VIR RECU SAS FAURE,,,5882.26,0,2025-04-24
635000,PRELEVEMENT SEPA DGFIP,,,0,1159.02,2025-10-16
164000,PRLV SEPA ECHEANCE EMPRUNT,,,0,3017.54,2025-07-02
661100,PRLV SEPA ECHEANCE EMPRUNT,,,0,678.95,2025-07-02
616000,PRLV SEPA ECHEANCE EMPRUNT,,,0,75.44,2025-07-02
401001,VIR SEPA EURL GAUTHIER LOGISTIQU,,,0,12000.00,2024-04-22
626000,PRLV SEPA SAS GIRARD,,PRLV SEPA NBE:SAS GIRARD<br />LIB:TELECOMMUNICATIONS,0,44.91,2024-09-21
645000,PRLV SEPA URSSAF,REF844588,,0,14027.94,2025-05-09
401010,PRLVT SEPA SAS DAVID CONSEIL,,,0,6461.45,2025-08-13
707000,VI RECU SAS DIGITAL SERVICES,,,7700.00,0,2024-12-13
625100,PAIEMENT CB MAIF,,CB MAIF<br />LIB:DEPLACEMENT MISSION,0,369.14,2025-11-24
445660,PAIEMENT CB MAIF,,CB MAIF<br />LIB:DEPLACEMENT MISSION,0,73.83,2025-11-24
401001,VIREMENT SEPA EURL GAUTHIER LOGI,,,0,6659.22,2025-01-04
275000,VIREMENT SEPA SA LEFEVRE,,VIR SEPA NPY:SA LEFEVRE<br />LIB:DEPOT GARANTIE,0,9678.40,2025-09-22
635000,PRLV SEPA DGFIP,,,0,4400.00,2024-08-27
645000,PRLV SEPA URSSAF,,,0,3414.71,2024-03-11
601100,PRLV SEPA SA GROUPE LEGRAND,,,0,4098.58,2025-12-28
445660,PRLV SEPA SA GROUPE LEGRAND,,,0,819.72,2025-12-28
401002,VIR SEPA SARL FOURNIER BTP,REF525387,,0,11001.40,2025-12-27
631000,PRLV SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:FORMATION CONTINUE 2025,0,589.99,2025-09-30
514000,REMISE CHEQUE,,,2486.10,0,2025-01-31
625200,CB SAS MOREAU,,,0,116.32,2024-10-25
445660,CB SAS MOREAU,,,0,23.26,2024-10-25
661000,INTERETS EMPRUNT,,,0,1019.08,2025-10-13
641000,VIR SALAIRE AOUT,,,0,2211.80,2024-08-28
707000,VIR RECU SAS CONSEIL RH,REF522931,VIR SEPA NPY:SAS CONSEIL RH<br />LIB:VENTE MARCHANDISES FAC2025441,24600.04,0,2024-12-18
627000,PRELEVEMENT SEPA ORANGE SA,,,0,49.67,2024-04-29
618000,PAIEMNT CB SARL GAUTIER,REF121983,,0,48.52,2025-12-27
445660,PAIEMNT CB SARL GAUTIER,REF121983,,0,9.71,2025-12-27
403000,VIR SEPA SARL BONNET,,,0,11862.89,2024-05-24
661000,FRAIS BANCAIRES,,,0,25.45,2024-09-07
401011,PRLV SEPA SCI MARCHAND NETTOYAGE,,,0,614.66,2025-02-23
633000,PRLV SEPA DGFIP,,,0,5475.87,2025-12-02
635000,PRLV SEPA DGFIP,,,0,740.53,2024-10-26
213100,VIR SARL MARTIN,,VIR SEPA NPY:SARL MARTIN<br />LIB:CONSTRUCTION,0,61150.00,2024-10-29
431000,PRLVT SEPA URSSAF,,,0,6400.00,2024-10-07
601100,PRLV SEPA SA GROUPE LEGRAND,,,0,333.62,2024-11-29
445660,PRLV SEPA SA GROUPE LEGRAND,,,0,66.73,2024-11-29
601100,CATE SA GROUPE LEGRAND,,CB SA GROUPE LEGRAND FACT:FAC2024306<br />LIB:ACHAT FOURNITURES,0,1528.92,2024-07-30
445660,CATE SA GROUPE LEGRAND,,CB SA GROUPE LEGRAND FACT:FAC2024306<br />LIB:ACHAT FOURNITURES,0,305.79,2024-07-30
611000,PRELEVEMENT SEPA SAS MOREAU,,,0,15674.92,2025-06-26
445660,PRELEVEMENT SEPA SAS MOREAU,,,0,3134.99,2025-06-26
416000,VIR RECU EURL ARTISAN BOIS,,,8960.60,0,2024-11-29
625100,CB EURL BERNARD,REF858211,,0,248.67,2024-12-30
445660,CB EURL BERNARD,REF858211,,0,49.73,2024-12-30
512000,VIR RECU SARL PETIT,,,7000.00,0,2025-07-19
606300,PRLVT SEPA MACIF,,PRLV SEPA NBE:MACIF<br />LIB:EAU ELECTRICITE,0,483.33,2024-08-16
445660,PRLVT SEPA MACIF,,PRLV SEPA NBE:MACIF<br />LIB:EAU ELECTRICITE,0,96.67,2024-08-16
411002,VIR RECU SA GARNIER TRANSPORTS,REF550876,,11711.04,0,2024-05-26
707000,VIREMENT RECU SAS DIGITAL SERVIC,,,241.97,0,2024-07-14
625100,PAIEMENT CB SARL GAUTIER,,,0,1183.56,2025-04-25
445660,PAIEMENT CB SARL GAUTIER,,,0,236.71,2025-04-25
213100,VIR SEPA SARL PETIT,,VIR SEPA NPY:SARL PETIT<br />LIB:CONSTRUCTION,0,85902.79,2025-06-30
411002,VIR RECU SA GARNIER TRANSPORTS,,,5500.00,0,2024-05-16
164000,PRLV SEPA ECHEANCE EMPRUNT,REF351845,,0,6301.36,2024-12-02
661100,PRLV SEPA ECHEANCE EMPRUNT,REF351845,,0,1417.81,2024-12-02
616000,PRLV SEPA ECHEANCE EMPRUNT,REF351845,,0,157.53,2024-12-02
514000,REMISE CHEQUE,,,3410.24,0,2025-07-30
401005,VIR SEPA SCI GUERIN IMPRIMERIE,,,0,11308.54,2024-11-30
645000,PRLV SEPA URSSAF,REF292871,PRLV SEPA NBE:URSSAF<br />LIB:COTISATIONS PATRONALES T4 2025,0,11415.65,2025-12-13
613200,PRLV SEPA SARL BONNET,,,0,3430.57,2024-12-02
445660,PRLV SEPA SARL BONNET,,,0,686.12,2024-12-02
411002,VIR RECU SA GARNIER TRANSPORTS,,,13500.00,0,2025-05-04
613200,PRLV SEPA EURL BERNARD,,,0,2225.96,2025-10-01
445660,PRLV SEPA EURL BERNARD,,,0,445.19,2025-10-01
411001,VIR RECU SCI HENRY SECURITE,,,17985.03,0,2024-04-26
218000,VIR SEPA SARL PETIT,,,0,11993.61,2025-07-31
445620,VIR SEPA SARL PETIT,,,0,2398.72,2025-07-31
708000,VIR RECU SARL COMMERCE DU SUD,,,500.00,0,2025-10-11
604000,CB SARL BONNET,REF537830,CB SARL BONNET<br />LIB:ACHAT ETUDES PRESTATIONS,0,7681.88,2025-06-29
445660,CB SARL BONNET,REF537830,CB SARL BONNET<br />LIB:ACHAT ETUDES PRESTATIONS,0,1536.38,2025-06-29
408000,FACTURE NON PARVENUE SARL SIMON,,FACTURE NON PARVENUE NBE:SARL SIMON<br />LIB:AVOIR A RECEVOIR,0,935.18,2024-06-03
625100,CB EURL BERNARD,REF521312,CB EURL BERNARD<br />LIB:DEPLACEMENT MISSION,0,41.67,2025-06-29
445660,CB EURL BERNARD,REF521312,CB EURL BERNARD<br />LIB:DEPLACEMENT MISSION,0,8.33,2025-06-29
606100,CB MACIF,,,0,175.00,2025-09-29
445660,CB MACIF,,,0,35.00,2025-09-29
707000,VIR RECU SAS TECHNOLOGY PLUS,,,5010.00,0,2025-07-17
601100,PRLV SEPA EDF,,PRLV SEPA NBE:EDF<br />LIB:COMMANDE FAC2025443,0,1181.90,2024-08-31
445660,PRLV SEPA EDF,,PRLV SEPA NBE:EDF<br />LIB:COMMANDE FAC2025443,0,236.38,2024-08-31
706000,VIR RECU SA INDUSTRIE NORD,,,10886.92,0,2025-06-05
612000,PRELEVEMENT SEPA EURL BERNARD,,,0,3776.47,2024-04-25
445660,PRELEVEMENT SEPA EURL BERNARD,,,0,755.29,2024-04-25
